Central	kingdom	taxa	np
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRPvancomycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidechalcomycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidegriseoviridin / viridogrisein
169_FIG01124013: hypothetical protein	Bacteria	Proteobacteria	NRPyersiniabactin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	RiPPnocathiacin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	RiPPnosiheptide
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	RiPPnosiheptide
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Saccharidehygromycin B
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Saccharideparomomycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Saccharidetobramycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Alkaloidphysostigmine
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Otherdesosamine
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidechalcomycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Othermitomycin
169_FIG01124013: hypothetical protein	Bacteria	Proteobacteria	Otherquinolobactin
169_FIG01124013: hypothetical protein	Bacteria	Proteobacteria	NRP / Polyketidemicacocidin
169_FIG01124013: hypothetical protein	Bacteria	Proteobacteria	NRP / Polyketideyersiniabactin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidedynemicin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidepolyketomycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRP / Polyketidekirromycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Terpeneplatensimycin / platencin
169_FIG01124013: hypothetical protein	Bacteria	Unknown	NRP / Polyketideclarexpoxcin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketideversipelostatin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidedihydrochalcomycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidechaxamycin A / chaxamycin B / chaxamycin C / chaxamycin D
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidedihydrochalcomycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidefilipin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidefostriecin
17_Putative Desferrioxamine E transporter	Bacteria	Actinobacteria	NRPamychelin
17_Putative Desferrioxamine E transporter	Bacteria	Actinobacteria	NRPcoelichelin
17_Putative Desferrioxamine E transporter	Bacteria	Actinobacteria	NRPerythrochelin
17_Putative Desferrioxamine E transporter	Bacteria	Actinobacteria	NRPgobichelin
17_Putative Desferrioxamine E transporter	Bacteria	Actinobacteria	NRPgriseobactin
17_Putative Desferrioxamine E transporter	Bacteria	Actinobacteria	NRPmirubactin
17_Putative Desferrioxamine E transporter	Bacteria	Actinobacteria	Otherdesferrioxamine B
179_putative ATP/GTP-binding protein, MmyX	Bacteria	Proteobacteria	OtherVEPE / AEPE / TG-1
179_putative ATP/GTP-binding protein, MmyX	Bacteria	Actinobacteria	Othermethylenomycin
179_putative ATP/GTP-binding protein, MmyX	Bacteria	Actinobacteria	Othermethylenomycin
179_putative ATP/GTP-binding protein, MmyX	Bacteria	Actinobacteria	Othermethylenomycin
179_putative ATP/GTP-binding protein, MmyX	Bacteria	Actinobacteria	Othermethylenomycin
181_putative acyl carrier protein, MmyA	Fungi	ascomycetes	Polyketidelovastatin
181_putative acyl carrier protein, MmyA	Bacteria	Actinobacteria	NRP / Polyketidesalinamides
181_putative acyl carrier protein, MmyA	Bacteria	Actinobacteria	NRPWS9326
181_putative acyl carrier protein, MmyA	Bacteria	Actinobacteria	Polyketidemarineosin
181_putative acyl carrier protein, MmyA	Fungi	ascomycetes	Polyketidemonacolin K
181_putative acyl carrier protein, MmyA	Bacteria	Actinobacteria	Polyketideasukamycin
181_putative acyl carrier protein, MmyA	Bacteria	Actinobacteria	Polyketide / Saccharidenogalamycin
181_putative acyl carrier protein, MmyA	Bacteria	Actinobacteria	NRP / Polyketideeponemycin
181_putative acyl carrier protein, MmyA	Bacteria	Actinobacteria	Othermethylenomycin
181_putative acyl carrier protein, MmyA	Bacteria	Actinobacteria	NRP / Polyketideundecylprodigiosin
181_putative acyl carrier protein, MmyA	Bacteria	Actinobacteria	NRP / Polyketidechlorizidine A
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketideaculeximycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketidesalinilactam
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketide / Saccharidestambomycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketide / Saccharidestambomycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketidetautomycin
182_Phosphoserine phosphatase	Bacteria	Unknown	Polyketide / saccharidearixanthomycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketideazicemicin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketidechlortetracycline
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketidechrysomycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketidedactylocycline
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketideresistomycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Saccharideavilamycin A
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRPenduracidin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRPenduracidin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRPfriulimicin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRPlaspartomycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	RiPPactagardine
182_Phosphoserine phosphatase	Bacteria	Cyanobacteria	Alkaloid / Terpenewelwitindolinone
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Otherrebeccamycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Alkaloidrebeccamycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Alkaloidrebeccamycin
182_Phosphoserine phosphatase	Bacteria	Proteobacteria	OtherVEPE / AEPE / TG-1
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketideconcanamycin A
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Otherblasticidin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Otherbagremycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Otherfluorometabolite
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Othermethylenomycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Othermethylenomycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Othermethylenomycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Otheresmeraldin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRP / Polyketideazinomycin B
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRP / Polyketidecaerulomycin A
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketideconcanamycin A
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRP / Polyketidecollismycin A
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRP / Polyketideguadinomine
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRP / Polyketideundecylprodigiosin
182_Phosphoserine phosphatase	Bacteria	Proteobacteria	NRP / Polyketideburkholderic acid
182_Phosphoserine phosphatase	Bacteria	Cyanobacteria	Alkaloid / Terpeneambiguine
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketidemensacaricin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketidelobophorin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRPdesotamide
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	NRPWS9326
182_Phosphoserine phosphatase	Bacteria	Proteobacteria	Polyketidechlorotonil
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketideelaiophylin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketidelobosamide
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketidemicromonolactam
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketidenaphthomycin
182_Phosphoserine phosphatase	Bacteria	Proteobacteria	Polyketidepyoluteorin
182_Phosphoserine phosphatase	Bacteria	Actinobacteria	Polyketiderifamycin
183_putative ATP/GTP-binding protein, MmyX	Bacteria	Proteobacteria	OtherVEPE / AEPE / TG-1
183_putative ATP/GTP-binding protein, MmyX	Bacteria	Actinobacteria	Othermethylenomycin
183_putative ATP/GTP-binding protein, MmyX	Bacteria	Actinobacteria	Othermethylenomycin
183_putative ATP/GTP-binding protein, MmyX	Bacteria	Actinobacteria	Othermethylenomycin
183_putative ATP/GTP-binding protein, MmyX	Bacteria	Actinobacteria	Othermethylenomycin
185_Transcriptional regulator, ArsR family	Bacteria	Actinobacteria	Polyketidecalicheamicin
185_Transcriptional regulator, ArsR family	Bacteria	Actinobacteria	Polyketidearsenopolyketides
185_Transcriptional regulator, ArsR family	Bacteria	Actinobacteria	Polyketidearsenopolyketides
185_Transcriptional regulator, ArsR family	Bacteria	Actinobacteria	Polyketidemeilingmycin
185_Transcriptional regulator, ArsR family	Bacteria	Actinobacteria	Polyketideneoaureothin
185_Transcriptional regulator, ArsR family	Bacteria	Actinobacteria	Polyketideoviedomycin
185_Transcriptional regulator, ArsR family	Bacteria	Actinobacteria	AlkaloidK-252a
185_Transcriptional regulator, ArsR family	Bacteria	Actinobacteria	Othermethylenomycin
185_Transcriptional regulator, ArsR family	Bacteria	Actinobacteria	NRP / Polyketide / Saccharidetallysomycin
185_Transcriptional regulator, ArsR family	Bacteria	Actinobacteria	Polyketidedynemicin
185_Transcriptional regulator, ArsR family	Bacteria	Actinobacteria	Polyketidearsenopolyketides
190_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketidecoelimycin
190_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Othermethylenomycin
190_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketide / Terpenemerochlorin
190_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketideneocarzinostatin
190_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketidesalinomycin
190_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketidelactonamycin
190_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Polyketide / Sacchariderabelomycin
190_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	NRP / Polyketidegriseoviridin / viridogrisein
190_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	OtherA-factor
190_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Othergamma-butyrolactone
190_A-factor biosynthesis protein AfsA	Bacteria	Actinobacteria	Othergamma-butyrolactone
2_Gluconolactonase (EC 3.1.1.17)	Bacteria	Actinobacteria	NRPtaromycin
2_Gluconolactonase (EC 3.1.1.17)	Bacteria	Actinobacteria	NRP / Polyketidegriseoviridin / viridogrisein
2_Gluconolactonase (EC 3.1.1.17)	Bacteria	Actinobacteria	RiPPSCO-2138
2_Gluconolactonase (EC 3.1.1.17)	Bacteria	Actinobacteria	RiPPSLI-2138
2_Gluconolactonase (EC 3.1.1.17)	Bacteria	Actinobacteria	RiPPSWA-2138
2_Gluconolactonase (EC 3.1.1.17)	Bacteria	Actinobacteria	Saccharidekanamycin
2_Gluconolactonase (EC 3.1.1.17)	Bacteria	Proteobacteria	NRP / Polyketidethuggacin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Fungi	ascomycetes	Polyketidefusarin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPacinetobactin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPmassetolide A
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPmassetolide A
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPmirubactin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRP / Polyketidemyxoprincomide
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPnaphthyridinomycin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPnocardicin A
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPnocardicin A
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPnocardicin A
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Cyanobacteria	NRPnostocyclopeptide
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Cyanobacteria	NRPnostocyclopeptide
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPacinetoferrin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPorfamide
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPorfamide
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPorfamide
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPorfamide
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPpaenibacterin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPpaenibacterin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPpaenibacterin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPpaenibactin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPpaenilarvins
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPpaenilarvins
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPacinetoferrin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPpaenilarvins
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPpelgipeptin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPpelgipeptin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPphosphinothricin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPplipastatin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPplipastatin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPplipastatin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPplipastatin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPpolymyxin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Firmicutes	NRPpolymyxin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPacinetoferrin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPpseudomonine
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPputisolvin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPputisolvin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPputisolvin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPpyochelin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPpyochelin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPpyoverdine
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPpyoverdine
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPpyoverdine
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPpyoverdine
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPactinomycin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPquinomycin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPrhabdopeptides
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPrhabdopeptides
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Proteobacteria	NRPrhabdopeptides
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPrhodochelin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPrhodochelin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPristocetin
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRP / Saccharideristomycin A
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPsaframycin A
21_Desferrioxamine E biosynthesis protein DesC @ Siderophore synthetase small component, acetyltransferase	Bacteria	Actinobacteria	NRPsaframycin A
