id,identity_to_query
UniRef100_A0A0Q8D171/3-244,0.383
UniRef100_A0A1V3P8X8/2-240,0.383
UniRef100_A0A1L6JG86/1-237,0.383
UniRef100_A0A374E2G8/1-235,0.383
UniRef100_A0A355TXU2/1-235,0.383
UniRef100_A0A1M6GRR5/1-234,0.383
UniRef100_A0A374NCG2/1-235,0.383
UniRef100_A0A1V5TSN7/1-236,0.383
UniRef100_A0A374DSL7/1-235,0.383
UniRef100_A0A2N0UZI1/1-235,0.383
UniRef100_A0A0Q9ES88/3-244,0.383
UniRef100_A0A373Y077/1-235,0.383
UniRef100_UPI0004E24969/1-237,0.383
UniRef100_A0A2N0UP23/1-235,0.383
UniRef100_A0A347ZTW2/4-241,0.383
UniRef100_A0A1I4BTC9/3-244,0.383
UniRef100_UPI00097764D7/3-242,0.383
UniRef100_UPI00066DF0CB/3-242,0.383
UniRef100_A0A1V3D035/3-242,0.383
UniRef100_M1WYM7/1-237,0.383
UniRef100_A0A2E8XQC3/1-244,0.383
UniRef100_A0A2M9ZRG9/1-240,0.383
UniRef100_A0A370X6E8/3-240,0.383
UniRef100_A0A2T3X0T4/3-242,0.383
UniRef100_J7UN25/3-242,0.383
UniRef100_A0A2W6LK79/3-242,0.383
UniRef100_A0A212KAZ3/1-240,0.383
UniRef100_UPI000E688E29/4-233,0.383
UniRef100_UPI000DA6E47E/3-242,0.383
UniRef100_A0A2V7C9I0/17-255,0.383
UniRef100_A0A2Z3YAU6/3-242,0.383
UniRef100_UPI00050A0F07/3-242,0.383
UniRef100_UPI000737CB27/10-249,0.383
UniRef100_G0JY47/3-242,0.383
UniRef100_UPI000D0CFAE5/3-242,0.383
UniRef100_I6AYU3/1-241,0.383
UniRef100_UPI0002BF8481/3-242,0.383
UniRef100_A0A270NJG4/3-242,0.383
UniRef100_UPI00066A9D1F/3-242,0.383
UniRef100_A0A357N2M2/3-242,0.383
UniRef100_A0A0J8PZL3/3-242,0.383
UniRef100_UPI0007F890A5/3-242,0.383
UniRef100_A0A2V6UZX6/1-236,0.383
UniRef100_UPI000E654884/1-230,0.383
UniRef100_UPI000739602E/3-242,0.383
UniRef100_UPI00066BF151/3-242,0.383
UniRef100_UPI00066E5AC8/3-242,0.383
UniRef100_A0A2W6I1X1/3-242,0.383
UniRef100_A0A149QNP2/3-242,0.383
UniRef100_A0A2V7BBF6/1-236,0.383
UniRef100_A0A363RWC2/3-242,0.383
UniRef100_A0A1S2BAW3/3-242,0.383
UniRef100_UPI000DA80B5A/3-242,0.383
UniRef100_A0A2W6LEF5/3-242,0.383
UniRef100_A0A246I3U2/3-242,0.383
UniRef100_UPI000952CE63/3-242,0.383
UniRef100_UPI000D541A2F/3-242,0.383
UniRef100_J1L2X7/1-235,0.383
UniRef100_A0A0M1EJA3/3-242,0.383
UniRef100_UPI0005F2B993/3-242,0.383
UniRef100_UPI000E5AD6D1/3-242,0.383
UniRef100_A0A0H1AKE4/4-243,0.383
UniRef100_UPI000D53D0DC/3-242,0.383
UniRef100_UPI00066C7A7E/3-242,0.383
UniRef100_A0A0R0DK57/3-242,0.383
UniRef100_A0A1F7P3J7/1-237,0.383
UniRef100_A0A091B5D6/2-244,0.383
UniRef100_UPI000C262A6F/3-242,0.383
UniRef100_A0A351G1Z5/2-241,0.383
UniRef100_A0A0S1B090/3-242,0.383
UniRef100_A0A2J0U9X3/3-242,0.383
UniRef100_UPI00066CBD6B/3-242,0.383
UniRef100_A0A1E4KUH0/3-242,0.383
UniRef100_A0A1A6XX67/3-242,0.383
UniRef100_A0A0M1EDP2/3-242,0.383
UniRef100_UPI000E3C8371/3-242,0.383
UniRef100_UPI00066B1BD6/3-242,0.383
UniRef100_A0A0L8A7Y3/3-242,0.383
UniRef100_A0A0M0NMS9/3-242,0.383
UniRef100_A0A091BHG2/2-242,0.383
UniRef100_A0A2D9MPS5/1-239,0.383
UniRef100_T0FCB7/1-240,0.383
UniRef100_B8J249/1-238,0.383
UniRef100_A0A2M7GMK4/1-239,0.383
UniRef100_G7UNK6/12-252,0.383
UniRef100_A0A2V6UKK6/1-235,0.383
UniRef100_Q0AP83/1-240,0.383
UniRef100_A0A0R0DA71/3-242,0.383
UniRef100_UPI00004B3978/2-240,0.383
UniRef100_E4U8Y3/1-228,0.383
UniRef100_UPI00049109EF/3-241,0.383
UniRef100_D9QNR9/1-243,0.383
UniRef100_A0A381EGH1/2-240,0.383
UniRef100_A0A1I4XCT1/3-239,0.383
UniRef100_A0A0G3V5C3/2-222,0.383
UniRef100_A0A1I7FCL1/3-238,0.383
UniRef100_A0A1V5SST8/1-237,0.383
UniRef100_UPI00036E1BD7/2-240,0.383
UniRef100_A0A1F9MT80/1-207,0.383
UniRef100_A0A2W4S6T6/3-232,0.383
UniRef100_UPI000E0B1ACA/1-241,0.383
UniRef100_A0A2X1AC92/1-242,0.383
UniRef100_UPI000E697710/15-252,0.383
UniRef100_A0A1Q7DYS5/1-225,0.383
UniRef100_A0A1X7FYG8/1-238,0.383
UniRef100_A0A2V7L345/3-227,0.383
UniRef100_A0A2V7QAB9/3-227,0.383
UniRef100_A0YW53/1-239,0.388
UniRef100_A0A1Z4Q725/1-239,0.388
UniRef100_A0A1Z4IVB6/1-239,0.388
UniRef100_L8MWF4/1-239,0.388
UniRef100_A0A2Z5X4G2/1-239,0.388
UniRef100_W4V6D0/1-235,0.388
UniRef100_A0A0D8I939/1-233,0.388
UniRef100_A0A350XFN8/1-239,0.388
UniRef100_A0A254WCH4/1-239,0.388
UniRef100_B1WRP7/1-238,0.388
UniRef100_K9TXU6/1-239,0.388
UniRef100_A0A2T1H1C5/1-239,0.388
UniRef100_A0A1G1HFF3/1-237,0.388
UniRef100_UPI0007313A23/1-235,0.388
UniRef100_A0A1B1TQE2/1-239,0.388
UniRef100_B4VNY4/1-239,0.388
UniRef100_UPI000BE323E4/1-236,0.388
UniRef100_A0A1Y0RU74/1-239,0.388
UniRef100_A0A1G1HK00/1-237,0.388
UniRef100_A0A1M5JAA5/1-238,0.388
UniRef100_A0A264W3X6/3-241,0.388
UniRef100_I3E270/18-256,0.388
UniRef100_W0DF54/1-238,0.388
UniRef100_UPI0002ABF62A/1-239,0.388
UniRef100_K9XJI3/1-239,0.388
UniRef100_A0A1Q6R4Z7/1-238,0.388
UniRef100_A0A1M7GW10/1-234,0.388
UniRef100_I4FBZ1/1-238,0.388
UniRef100_A0A1E4QHK7/1-238,0.388
UniRef100_I4GP60/1-238,0.388
UniRef100_S3JD83/1-238,0.388
UniRef100_I4I3L6/1-238,0.388
UniRef100_A0A1T2X8Z1/2-240,0.388
UniRef100_I4H3N9/1-238,0.388
UniRef100_A0A1U7MDN6/1-238,0.388
UniRef100_UPI000E3BD1A6/1-236,0.388
UniRef100_A0A0A1VWN4/1-238,0.388
UniRef100_K9QH96/1-238,0.388
UniRef100_A0A1V4BLM3/1-238,0.388
UniRef100_L8NSP0/1-238,0.388
UniRef100_D4TNP4/1-238,0.388
UniRef100_A0A2S8SUC3/2-238,0.388
UniRef100_UPI000C245CAD/3-239,0.388
UniRef100_UPI0007D05543/3-239,0.388
UniRef100_A0A2N0LQJ1/1-237,0.388
UniRef100_A0A370GB49/3-239,0.388
UniRef100_I3DU89/2-239,0.388
UniRef100_UPI000838CDDB/1-235,0.388
UniRef100_A0A2Z6UU11/1-239,0.388
UniRef100_A0A1S1ZWA6/1-238,0.388
UniRef100_A0A1Z4VIG5/1-238,0.388
UniRef100_A0A2A8RW83/1-235,0.388
UniRef100_A0A0S3P8V8/1-239,0.388
UniRef100_UPI0005C94B54/3-239,0.388
UniRef100_G2LHN4/7-246,0.388
UniRef100_UPI0008F80CE8/2-239,0.388
UniRef100_D4TEJ5/1-238,0.388
UniRef100_A0A2T2TC04/4-237,0.388
UniRef100_A0A0P6W2B2/3-239,0.388
UniRef100_A0A263BTE3/1-235,0.388
UniRef100_A0A2E2JXF0/1-236,0.388
UniRef100_UPI0004724E7D/2-241,0.388
UniRef100_A0A0F7FDK6/2-241,0.388
UniRef100_A0A268J283/1-234,0.388
UniRef100_A0A329L5R6/3-238,0.388
UniRef100_A0A1G7JEF4/2-239,0.388
UniRef100_UPI00073885D0/5-243,0.388
UniRef100_A0A1M6X6H0/1-238,0.388
UniRef100_A0A166B5W7/3-239,0.388
UniRef100_UPI000BA55AE6/4-236,0.388
UniRef100_A0A2T2VEH2/4-237,0.388
UniRef100_UPI000471DABD/2-241,0.388
UniRef100_UPI000D1F5C0C/4-236,0.388
UniRef100_A0A0Q3SDH1/1-235,0.388
UniRef100_X4ZE46/2-241,0.388
UniRef100_A0A1H8P2Z0/2-241,0.388
UniRef100_UPI00034AAFAE/1-235,0.388
UniRef100_A0A2X0W2R8/4-236,0.388
UniRef100_A0A1I4L049/1-233,0.388
UniRef100_A0A2A4S453/1-235,0.388
UniRef100_UPI000596E5F4/3-239,0.388
UniRef100_D6Y114/2-241,0.388
UniRef100_UPI000E5CB43D/1-235,0.388
UniRef100_UPI000B95EA1B/4-236,0.388
UniRef100_A0A366BWY0/1-235,0.388
UniRef100_A0A1G3BIQ6/1-235,0.388
UniRef100_A0A218Q0F4/1-238,0.388
UniRef100_A0A1B2E0P8/4-243,0.388
UniRef100_A0A2D6BKY2/2-243,0.388
UniRef100_A0A286RFG9/1-236,0.388
UniRef100_UPI000566328D/1-239,0.388
UniRef100_UPI0009841B81/4-242,0.388
UniRef100_A0A2P5P5G4/1-235,0.388
UniRef100_A0A0K2LUH7/1-238,0.388
UniRef100_UPI000E5D1FCF/1-235,0.388
UniRef100_UPI0008380506/2-242,0.388
UniRef100_A0A1F8Q6F4/1-234,0.388
UniRef100_A0A1I6CD19/3-239,0.388
UniRef100_K7X1K2/1-238,0.388
UniRef100_A0A1Z4UV24/1-239,0.388
UniRef100_A0A268RXW1/4-236,0.388
UniRef100_A0A2T5UA02/1-235,0.388
UniRef100_D2R5Y2/1-234,0.388
UniRef100_A0A2A5LAS3/4-242,0.388
UniRef100_A0A2H0AUB6/1-234,0.388
UniRef100_A0A2E2DRA4/1-236,0.388
UniRef100_A0A2G6AYF8/1-232,0.388
UniRef100_A0A2M7JZJ3/1-240,0.388
UniRef100_UPI00048F92A3/1-234,0.388
UniRef100_A0A2A8MM18/1-235,0.388
UniRef100_UPI000E28EF34/2-241,0.388
UniRef100_UPI0004DF6070/1-234,0.388
UniRef100_A0A1N7KRR8/1-236,0.388
UniRef100_UPI000995BEEA/2-237,0.388
UniRef100_A0A1B1PQ50/1-237,0.388
UniRef100_UPI000593B3D4/4-244,0.388
UniRef100_R5HMX7/1-234,0.388
UniRef100_A0A1L3GEP6/1-237,0.388
UniRef100_A0A2S5GBA0/3-239,0.388
UniRef100_A0A1F8MHI0/1-234,0.388
UniRef100_A0A2U8HB04/1-237,0.388
UniRef100_Q2JRV8/9-244,0.388
UniRef100_A0A0N9ZXE3/30-266,0.388
UniRef100_J7T9N2/1-239,0.388
UniRef100_A0A173ZAP4/1-238,0.388
UniRef100_A0A2N6EPR3/1-237,0.388
UniRef100_A0A0A2CF19/1-238,0.388
UniRef100_A0A168LL04/1-235,0.388
UniRef100_A0A163EX20/1-239,0.388
UniRef100_A0A2T0BRM4/1-234,0.388
UniRef100_A0A1R0Y659/2-241,0.388
UniRef100_UPI0004699D72/1-236,0.388
UniRef100_A0A089HXD2/2-241,0.388
UniRef100_A0A162EIL4/1-239,0.388
UniRef100_A0A2G5VW52/1-232,0.388
UniRef100_UPI000DF47CB5/1-238,0.388
UniRef100_A0A074J4N6/1-236,0.388
UniRef100_W4DUP1/2-241,0.388
UniRef100_A0A2A7WBB5/2-241,0.388
UniRef100_A0A2P6MH44/1-239,0.388
UniRef100_A0A1H9V9B7/2-243,0.388
UniRef100_A0A154BMI8/1-237,0.388
UniRef100_UPI000DF33EAA/1-236,0.388
UniRef100_UPI00067BE7D4/1-236,0.388
UniRef100_A0A0B2F557/2-241,0.388
UniRef100_A0A109MZP0/2-241,0.388
UniRef100_A0A163UIA5/1-239,0.388
UniRef100_A0A2N5I7L7/2-241,0.388
UniRef100_A0A330HGA7/1-236,0.388
UniRef100_A0A1N6DET5/1-235,0.388
UniRef100_UPI000CDD80F6/1-237,0.388
UniRef100_A0A2R8BCF0/1-236,0.388
UniRef100_A0A089JRR3/2-241,0.388
UniRef100_A2CAH8/1-239,0.388
UniRef100_A0A1M5H1B3/1-234,0.388
UniRef100_UPI00068AB6B7/1-240,0.388
UniRef100_A0A037ZFU8/1-236,0.388
UniRef100_A0A1X6ZU20/1-237,0.388
UniRef100_A0A238JEC7/1-236,0.388
UniRef100_A0A1Q4D0N1/1-236,0.388
UniRef100_A0A318GTT8/1-236,0.388
UniRef100_A0A098MD02/2-241,0.388
UniRef100_A0A1R1CZN2/2-241,0.388
UniRef100_A0A1Z9SQR4/1-236,0.388
UniRef100_A0A257EWM7/1-236,0.388
UniRef100_A0A059IJH0/1-236,0.388
UniRef100_A0A2E9HWV8/1-237,0.388
UniRef100_A0A370Y6C3/1-236,0.388
UniRef100_A0A366X524/1-237,0.388
UniRef100_A0A1I1SR72/1-236,0.388
UniRef100_A0A2H5XMJ0/4-236,0.388
UniRef100_E8T3L0/2-237,0.388
UniRef100_UPI000B441E84/1-234,0.388
UniRef100_A0A0F4RIP8/1-235,0.388
UniRef100_P50936/1-236,0.388
UniRef100_A3PI63/1-236,0.388
UniRef100_UPI0005D11420/3-239,0.388
UniRef100_A0A2E2BDW9/1-238,0.388
UniRef100_UPI000C6D8622/1-236,0.388
UniRef100_A0A0U1QPX5/2-240,0.388
UniRef100_A0A2N6EBE3/1-237,0.388
UniRef100_A0A1J0ACB3/1-239,0.388
UniRef100_UPI00020DF7A1/1-236,0.388
UniRef100_A0A0Q3RTT9/2-243,0.388
UniRef100_A0A2M7GYE7/1-238,0.388
UniRef100_A0A1I4SKD7/1-238,0.388
UniRef100_A0A2T5KC74/1-236,0.388
UniRef100_A0A1Y5S9F6/1-236,0.388
UniRef100_A0A089IG81/2-241,0.388
UniRef100_A0A154VY69/1-237,0.388
UniRef100_A0A349ANV2/1-234,0.388
UniRef100_A0A1E5ILC2/1-238,0.388
UniRef100_UPI000847BFA6/1-236,0.388
UniRef100_A0A1R0WLQ3/2-241,0.388
UniRef100_A0A126UVH9/1-237,0.388
UniRef100_I7DYV5/1-236,0.388
UniRef100_A0A0P1IZJ7/1-236,0.388
UniRef100_A0A0F9RAJ6/1-236,0.388
UniRef100_A0A1F8LXL0/1-236,0.388
UniRef100_A0A264DGM6/2-242,0.388
UniRef100_UPI0009DEF605/3-238,0.388
UniRef100_UPI00096F526F/2-241,0.388
UniRef100_UPI000E70B883/1-236,0.388
UniRef100_UPI00096F1D7E/2-241,0.388
UniRef100_A0A1I3DWM4/1-233,0.388
UniRef100_A0A2R8B855/1-236,0.388
UniRef100_UPI000BA0638D/2-241,0.388
UniRef100_A0A358B2D1/1-236,0.388
UniRef100_A0A238LJV4/1-235,0.388
UniRef100_A0A351EFZ3/1-235,0.388
UniRef100_UPI000A36A82C/1-238,0.388
UniRef100_A0A345NX15/1-232,0.388
UniRef100_A0A1D9ME39/1-236,0.388
UniRef100_A0A1E5IMS0/1-238,0.388
UniRef100_A0A2T6KER9/1-235,0.388
UniRef100_UPI000E6744CB/1-236,0.388
UniRef100_UPI0009A7A5B9/3-240,0.388
UniRef100_A7HSH1/1-237,0.388
UniRef100_A0A2E2P794/1-237,0.388
UniRef100_UPI00096D5B5E/2-241,0.388
UniRef100_A0A2D5IJ04/1-238,0.388
UniRef100_A0A2V2C8C9/1-235,0.388
UniRef100_A0A0S3KFV5/1-235,0.388
UniRef100_A4EJK2/1-235,0.388
UniRef100_A0A238UVQ1/1-236,0.388
UniRef100_A0A2E2M9A9/1-240,0.388
UniRef100_A0A1S2R9W3/1-240,0.388
UniRef100_A0A239B635/1-237,0.388
UniRef100_A0A1W5ZTD5/3-240,0.388
UniRef100_UPI000A063CD5/2-240,0.388
UniRef100_A0A351FNA7/1-235,0.388
UniRef100_A0A2U1WHM0/1-237,0.388
UniRef100_A0A1Q9AYB1/1-237,0.388
UniRef100_A0A1V5FTS6/5-242,0.388
UniRef100_E1QGV3/1-239,0.388
UniRef100_UPI0007BFD8C4/3-241,0.388
UniRef100_A0A1W1XP27/1-234,0.388
UniRef100_A0A2B8BAE0/1-237,0.388
UniRef100_UPI000826BE60/3-241,0.388
UniRef100_A0A365KN92/3-240,0.388
UniRef100_A0A0E3NCL7/10-249,0.388
UniRef100_A0A1X6ZFN2/1-237,0.388
UniRef100_A0A1Y4ISC1/1-236,0.388
UniRef100_UPI000B7E4E40/1-238,0.388
UniRef100_UPI0001E89CEC/3-239,0.388
UniRef100_A0A1Y3XCY8/1-236,0.388
UniRef100_F2IYD8/3-238,0.388
UniRef100_U5F7Q1/1-234,0.388
UniRef100_D3F086/1-238,0.388
UniRef100_A0A2P8FF87/1-236,0.388
UniRef100_A0A0E3WSQ8/2-242,0.388
UniRef100_A0A1Y3U7N7/1-234,0.388
UniRef100_A0A1M6QBI3/1-234,0.388
UniRef100_A0A2M8WK60/1-234,0.388
UniRef100_A0A2E9Z3L4/1-236,0.388
UniRef100_A0A238L3B9/1-237,0.388
UniRef100_A0A1Q9PU75/3-237,0.388
UniRef100_R9MB53/1-235,0.388
UniRef100_H1BMY0/1-234,0.388
UniRef100_A0A2G2B1M4/1-237,0.388
UniRef100_A0A363TYW9/1-237,0.388
UniRef100_A0A2D5URE8/1-235,0.388
UniRef100_A0A0N0EBD2/3-239,0.388
UniRef100_A0A1Y4LDE9/1-234,0.388
UniRef100_UPI000381A419/1-239,0.388
UniRef100_UPI0005A7E7AA/4-239,0.388
UniRef100_A0A2H6B966/1-237,0.388
UniRef100_A0A0X3TUJ5/1-234,0.388
UniRef100_A0A1Y4NAQ9/1-237,0.388
UniRef100_A0A1H7Z9T9/1-235,0.388
UniRef100_A0A0E3SMQ4/3-241,0.388
UniRef100_A0A2E3H0J1/1-237,0.388
UniRef100_UPI00096CCC57/2-242,0.388
UniRef100_UPI000E3D511F/1-240,0.388
UniRef100_A0A191HVW5/1-235,0.388
UniRef100_W4EN73/2-242,0.388
UniRef100_UPI000413727F/1-237,0.388
UniRef100_A0A2A7MG39/1-234,0.388
UniRef100_UPI0008F8A64B/1-232,0.388
UniRef100_A0A2D7JNZ2/1-236,0.388
UniRef100_UPI0007E8D5A4/2-241,0.388
UniRef100_A0A2U1S1F4/1-238,0.388
UniRef100_A0A2V7Y4S6/1-237,0.388
UniRef100_A0A2E1GIF9/2-241,0.388
UniRef100_A0A1W9HEP9/1-237,0.388
UniRef100_UPI00058D8DA5/1-235,0.388
UniRef100_U2NLV1/1-235,0.388
UniRef100_A0A1X1D8D1/2-241,0.388
UniRef100_A0A1S8TA51/1-235,0.388
UniRef100_UPI00036EE048/1-234,0.388
UniRef100_A0A349UNZ4/1-236,0.388
UniRef100_A0A1S8S524/1-235,0.388
UniRef100_A0A323U149/1-230,0.388
UniRef100_A0A2E1JAI3/3-241,0.388
UniRef100_UPI00041E9D68/1-234,0.388
UniRef100_UPI000D6E09C2/3-241,0.388
UniRef100_UPI00047B2D5F/1-238,0.388
UniRef100_A0A1Q6YX93/1-247,0.388
UniRef100_A0A2E2ZSL8/3-240,0.388
UniRef100_A0A370XCF9/2-240,0.388
UniRef100_A0A1H3ZUA2/1-233,0.388
UniRef100_A0A1H9GNM1/1-239,0.388
UniRef100_A0A2D6N261/1-239,0.388
UniRef100_A0A351DDX8/3-241,0.388
UniRef100_A0A356NFM4/37-274,0.388
UniRef100_A0A2E7MRU5/3-241,0.388
UniRef100_A0A286BXQ6/2-241,0.388
UniRef100_A0A1V3QFE7/2-240,0.388
UniRef100_A0A0S9CI98/4-239,0.388
UniRef100_C8X1I5/1-236,0.388
UniRef100_A0A2E9WW43/1-240,0.388
UniRef100_UPI000344DF2E/2-240,0.388
UniRef100_UPI000CF90F8D/1-234,0.388
UniRef100_UPI00037E6B69/1-231,0.388
UniRef100_A0A1Q6S4U9/1-235,0.388
UniRef100_A0A2E0UCY0/2-239,0.388
UniRef100_UPI0005554207/11-237,0.388
UniRef100_UPI0003732C30/8-234,0.388
UniRef100_K1UZJ8/1-235,0.388
UniRef100_F0JKS5/1-237,0.388
UniRef100_UPI00047DA504/1-239,0.388
UniRef100_A0A0S7XM26/1-236,0.388
UniRef100_A0A0Q8EFF8/4-243,0.388
UniRef100_A0A2G6RY88/2-240,0.388
UniRef100_UPI000416C6D5/3-241,0.388
UniRef100_A0A373KDV8/1-235,0.388
UniRef100_A0A374FQV6/1-235,0.388
UniRef100_A0A1J5N8K2/1-237,0.388
UniRef100_UPI000CF49117/10-237,0.388
UniRef100_A0A0U4B9X2/4-232,0.388
UniRef100_UPI000E50901B/1-235,0.388
UniRef100_Q1IWD2/11-236,0.388
UniRef100_UPI000E484FE7/1-235,0.388
UniRef100_K7R5K8/1-231,0.388
UniRef100_A0A2Z6E7R1/7-244,0.388
UniRef100_A0A1M5VQS9/1-234,0.388
UniRef100_A0A1E7I854/1-237,0.388
UniRef100_UPI000A030193/24-258,0.388
UniRef100_A0A2E7QAW3/2-239,0.388
UniRef100_A0A2Z3Z0G6/4-232,0.388
UniRef100_UPI000DF790B3/3-242,0.388
UniRef100_UPI000DA703D8/3-242,0.388
UniRef100_UPI0004959381/1-237,0.388
UniRef100_UPI000D53D9B2/3-242,0.388
UniRef100_UPI00044F750F/3-242,0.388
UniRef100_T5KTB9/3-242,0.388
UniRef100_UPI000D53EDB1/3-242,0.388
UniRef100_UPI0009A2208C/3-242,0.388
UniRef100_A0A2K3UVX0/13-240,0.388
UniRef100_UPI000E0CEB39/3-242,0.388
UniRef100_A0A2W6T818/2-242,0.388
UniRef100_UPI000259C0B3/3-242,0.388
UniRef100_UPI000C147254/3-242,0.388
UniRef100_UPI0003645093/22-247,0.388
UniRef100_M5PUH3/1-235,0.388
UniRef100_A0A1E4L8B7/3-241,0.388
UniRef100_UPI000D540FBE/3-242,0.388
UniRef100_A0A1D8ATD5/1-240,0.388
UniRef100_A0A2D6IV44/7-247,0.388
UniRef100_A0A2R7IQ92/3-242,0.388
UniRef100_Q9RRJ5/7-233,0.388
UniRef100_A0A1G1N4G8/1-236,0.388
UniRef100_UPI000DA7BDD9/3-242,0.388
UniRef100_UPI0004654131/1-236,0.388
UniRef100_A0A2E9JW21/7-247,0.388
UniRef100_A0A2M9EAQ7/6-248,0.388
UniRef100_A0A2M9QVN7/3-242,0.388
UniRef100_A0A1L6L0P1/1-239,0.388
UniRef100_A0A2V7FFU5/1-236,0.388
UniRef100_A0A1Q7D7F4/1-236,0.388
UniRef100_A0A2V8P0N2/1-221,0.388
UniRef100_A0A1Q7I857/1-236,0.388
UniRef100_A0A1V5SES1/2-238,0.388
UniRef100_A0A2V6NZ88/1-235,0.388
UniRef100_UPI000CD0F6A9/3-242,0.388
UniRef100_A0A2J0TE78/3-242,0.388
UniRef100_A0A246KUP6/3-242,0.388
UniRef100_A0A2M8VP86/3-242,0.388
UniRef100_A0A1M4ZJP5/3-243,0.388
UniRef100_UPI00087EACEA/3-242,0.388
UniRef100_UPI000D53C34F/3-242,0.388
UniRef100_A0A1H7LAM2/8-247,0.388
UniRef100_UPI00070B6213/3-242,0.388
UniRef100_A0A0N1BLK7/1-243,0.388
UniRef100_A0A1Q7Z8W4/2-239,0.388
UniRef100_UPI0006AA5325/3-242,0.388
UniRef100_UPI0004235C36/3-242,0.388
UniRef100_A0A1Q7Q1S1/2-239,0.388
UniRef100_V6HRA1/1-239,0.388
UniRef100_A0A0E3Z3V8/3-243,0.388
UniRef100_A0A2V6RLW8/1-235,0.388
UniRef100_UPI0003B73486/1-239,0.388
UniRef100_A0A2T4ZU04/1-239,0.388
UniRef100_A0A1V5ISI6/1-237,0.388
UniRef100_A0A1K1QTG8/5-239,0.388
UniRef100_A0A286CW93/18-254,0.388
UniRef100_A0A1Q8QUS1/1-236,0.388
UniRef100_UPI0003FE76ED/3-243,0.388
UniRef100_A0A1F7Q6Z2/1-237,0.388
UniRef100_UPI00030553C5/3-243,0.388
UniRef100_A0A1G1IWM7/1-235,0.388
UniRef100_H8GS32/1-222,0.388
UniRef100_UPI000464091F/3-241,0.388
UniRef100_A0A1G1JBU7/1-237,0.388
UniRef100_A0A290XE37/2-243,0.388
UniRef100_E6WU08/3-243,0.388
UniRef100_A0A1W9IFQ6/1-238,0.388
UniRef100_UPI000835893A/6-242,0.388
UniRef100_A0A359KIE7/1-242,0.388
UniRef100_A0A0P9D313/6-242,0.388
UniRef100_F1TE27/1-235,0.392
UniRef100_A0A256BMX0/1-239,0.392
UniRef100_A0A1J5GM10/1-239,0.392
UniRef100_A0A139X4R5/1-239,0.392
UniRef100_UPI00036D0047/1-237,0.392
UniRef100_UPI0002D3121E/1-238,0.392
UniRef100_A0A1Q8Z963/1-238,0.392
UniRef100_A0A2P8VVR5/1-238,0.392
UniRef100_A0A0C2Q4X6/1-239,0.392
UniRef100_A0A318XQG6/1-238,0.392
UniRef100_A0A2P8QS60/1-239,0.392
UniRef100_A0A2W7B716/1-238,0.392
UniRef100_A0A1U7J1F8/1-238,0.392
UniRef100_B1XQI2/1-239,0.392
UniRef100_A0A2L1U8M9/4-241,0.392
UniRef100_UPI00047CD434/1-239,0.392
UniRef100_A0A2S6HWB7/1-236,0.392
UniRef100_R6WL30/1-238,0.392
UniRef100_F5SGL4/3-235,0.392
UniRef100_F4LW75/1-239,0.392
UniRef100_A1ATI1/1-237,0.392
UniRef100_UPI00077CB21E/3-239,0.392
UniRef100_A0A1U6JN28/3-239,0.392
UniRef100_UPI0006D58492/3-239,0.392
UniRef100_A0A069DRT1/4-241,0.392
UniRef100_X1DWX6/2-235,0.392
UniRef100_A0A2S8FAK3/1-236,0.392
UniRef100_UPI00067996E2/4-238,0.392
UniRef100_A0A2B1JF53/1-235,0.392
UniRef100_A0A2T6BU75/2-240,0.392
UniRef100_UPI000D3C7E8D/10-248,0.392
UniRef100_A0A1M4XNE2/2-239,0.392
UniRef100_A0A0D7KMA3/2-239,0.392
UniRef100_A0A1E1VR26/2-239,0.392
UniRef100_A0A1C0V2L4/1-239,0.392
UniRef100_K9ZD28/1-238,0.392
UniRef100_K9ET88/1-239,0.392
UniRef100_A0A2N0M4J1/1-235,0.392
UniRef100_A0A0C2W043/3-239,0.392
UniRef100_UPI0001C386F7/1-239,0.392
UniRef100_UPI00053B48B1/1-233,0.392
UniRef100_D4ZYR2/1-239,0.392
UniRef100_A0A359NE08/1-239,0.392
UniRef100_S9U105/2-239,0.392
UniRef100_A0A089MZX2/2-241,0.392
UniRef100_A0A2S6CUQ7/1-238,0.392
UniRef100_A0A1V0HZF4/1-236,0.392
UniRef100_A0A383RLJ3/2-239,0.392
UniRef100_A0A352P5X8/1-226,0.392
UniRef100_A0A0C2TT25/3-239,0.392
UniRef100_UPI0006B53B61/6-239,0.392
UniRef100_A0A1I0BVH3/1-236,0.392
UniRef100_UPI0006CFE7C0/1-235,0.392
UniRef100_A0A2T0LGQ0/3-239,0.392
UniRef100_UPI00082DF38A/1-237,0.392
UniRef100_A0ZBD0/1-238,0.392
UniRef100_A0A166I597/1-238,0.392
UniRef100_B9M0L9/1-237,0.392
UniRef100_A0A0R0M9J5/1-238,0.392
UniRef100_A0A2N0MG57/1-237,0.392
UniRef100_A0A2A4VB74/1-238,0.392
UniRef100_A9BAN4/1-238,0.392
UniRef100_A0A257B341/1-238,0.392
UniRef100_F3MJ86/4-242,0.392
UniRef100_A0A2Z5T101/1-238,0.392
UniRef100_A0A076HGI7/1-238,0.392
UniRef100_A0A1R1ASE5/4-242,0.392
UniRef100_Q065H0/1-238,0.392
UniRef100_UPI00073E5D49/4-244,0.392
UniRef100_UPI00047DB1A9/1-240,0.392
